professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments
Margaret  Mitchell,University of the Incarnate Word,Theater department, San Antonio, TX,13.0,4.9,,4.0,Amazing lectures (2)  Inspirational (1)  Tough Grader (1)  Caring (1)  Gives good feedback (1)  Get ready to read (1)  Respected (1),6.0,09/16/2003,NAN,COSTUMING,5.0,3.0,,,,,0.0,0.0,"Margaret is great. She\'s so engaging and has so much to teach. She expects a lot, so only take her if you are prepared to work. Working for her is very rewarding, you\'ll learn so much."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,04/18/2018,NAN,S121,5.0,4.0,Mandatory,Yes,Yes,A-,0.0,0.0,She made it easy to give speeches in class. Loved how she made us do warmups on speech day.
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,02/22/2018,NAN,S122,5.0,2.0,Mandatory,Yes,Yes,A,0.0,0.0,"She\'s freaking awesome!! She\'s super enthusiastic, so there\'s never a dull moment. She seems to really care about her students. I really enjoy her class and would recommend her to anyone."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,02/06/2018,NAN,S229,5.0,3.0,Mandatory,Yes,Yes,Not,0.0,0.0,"Very sweet lady. She is caring and wants to help you. The class itself is fun. Only thing I would change is to not have pop quizzes, but its college, so that\'s kind of silly."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,04/04/2017,NAN,S121,5.0,4.0,Mandatory,Yes,Yes,B,0.0,0.0,"Awesome professor who cares about her students, she understands that everyone isn\'t comfortable speaking in front of people. Very tough grader though, only class i couldn\'t get an A in. Be prepared to work!!"
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,04/28/2016,NAN,SPCH122,1.0,5.0,Mandatory,Yes,,B+,1.0,5.0,"She isn\'t a fair grader. She\'s offends her students. Honestly, there are way better professors to take rather than her. Maybe outside of class sea better, but probably not. She divorced and angry it seems like."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,01/07/2016,NAN,S121,5.0,3.0,Mandatory,Yes,Yes,A+,0.0,1.0,I had Reid for S121 and freshman seminar. Reid was a very understanding and amazing professor. She knew that people got jitters speaking in front of crowds and wouldn\'t penalize you for it. She could tell who put work into their speech and she would grade accordingly. Always asked questions about your topic and was interested. Great Professor.
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,01/17/2014,NAN,S122,5.0,4.0,Mandatory,,,A+,0.0,0.0,"She is great! Very helpful and so enthusiastic about her job. She made the class very fun to be in! Has quizzes about what you talked about in the class the day before, has great study guides as well."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,07/19/2013,NAN,S122,5.0,2.0,,,,,0.0,0.0,"She is one of the best professors on campus. For someone who did NOT want to take a speech class/ interpersonal communication class, she is very understanding of that. The goal is not to embarrass you or call you out but to really help you learn. I would def recommend to anyone. Also, I took her class before and she still remembers me on campus!"
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,12/20/2012,NAN,SPCH325,5.0,4.0,,,,,0.0,0.0,"Amazing professor! While attendance is not mandatory, there is usually an assignment of some sort(hw, quiz etc.) that is due every class that can not be made up. Very fair. Be prepared to earn your grade."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,04/25/2012,NAN,SPCH121,3.5,3.0,,,,,2.0,0.0,Is a good teacher but when it comes to speechs she is a tough grader. Everything has to be perfect for you to get an A. If you are looking for an easy A don\'t take this professor
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,03/14/2012,NAN,SPCHS122,4.0,3.0,,,,,0.0,0.0,"Professor Reid is a very nice lady. You do have to study, but it doesn\'t take too much effort. Her class was interesting and can help with day to day life. I enjoyed her class. She is funny."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,08/10/2011,NAN,SPCH121,5.0,3.0,,,,,0.0,0.0,"Lots of reading in the book. Tests were fairly easy. Professor Reid is amazing! She made the class fun and enjoyable! We got to choose our own topics and the selections were great. There is some work to do and turn in for speeches, planning reports and preparation outlines, but they\'re easy once you know what you\'re going to talk about."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,05/07/2011,NAN,SPCH122,4.5,1.0,,,,,0.0,0.0,"Great teacher. She really explains the materials well. As long as you attend her class and pay attention to her lectures, you\'ll do great on the tests."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,03/16/2011,NAN,SPCHS121,5.0,3.0,,,,,1.0,0.0,"not an easy a, must do everything to a T to do well. she plays favorites and i was definitely not one. my advice would be to get on her good side and you should do well."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,03/10/2011,NAN,INTERCOMM,4.0,1.0,,,,,0.0,0.0,Her class was simple. So simple it was completely boring. Everything is common sense and nothing deeper. If you want a simple class that is uninspiring then it might work for you. I did appreciate the 6 absences policy.
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,02/11/2011,NAN,SPCHS122,5.0,1.0,,,,,0.0,0.0,"I would definitely recommend this professor. Took her inter comm class and got an A out of it. Although she is friendly and fun in class, do take her deadlines seriously."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,12/08/2010,NAN,SPCH121,5.0,3.0,,,,,0.0,0.0,"GREAT Professor. She turns an intimidating class into one that you might actually look forward to. Great classroom environment, she is incredibly helpful and a great person but she does have her rules about attendance, format, etc. If you do all the work and pay attention to detail, you can pass even if your speeches aren\'t great. Take her!"
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,05/06/2010,NAN,SPCH325,5.0,3.0,,,,,0.0,0.0,"Superb professor. Very helpful and inspirational. If you pay attention and work hard in and out of class you can and should be a better speaker by the end. Sadly, only four speeches. There were some tape recorded assignments, some paper assignments, quizzes and two tests. Paper work is cake if you study. Study, practice, practice, study, practice."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,04/14/2010,NAN,S121,4.5,4.0,,,,,1.0,0.0,"Great professor for learning, but needs to be more lenient for a 100 level course. Grades a little too hard on speeches and assigns way too many other assignments and papers besides the speech itself."
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,03/04/2010,NAN,S121,4.5,5.0,,,,,0.0,1.0,"Reid is a nice overall lady, but for a 100 level course, the material and work is absurd. If possible take another prof. Tons of busy work."
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,11/02/2017,NAN,AR352,5.0,4.0,Mandatory,Yes,Yes,A+,0.0,0.0,You show JC the effort and he will respect you back. There is a lot of knowledge in his head and a genuine interest in the students. Once you demonstrate your commitment you\'ll be freed to take your creations as far as you want to.
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,11/13/2015,NAN,AR103,5.0,2.0,Mandatory,Yes,,A,1.0,1.0,"His enthusiasm was contagious, and I even appreciated his quirks. I still display those brass and copper mobiles in my living room. Judging from the other ratings, I was very lucky to get on his good side."
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,02/11/2014,NAN,AR108,1.0,5.0,,,,,2.0,2.0,So confusing because he says he wants you to be creative but then shoots down your ideas. He tells you exactly how he wants it done even though its your art. No real free will in the class. You basically are only learning his style of art.
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,02/14/2013,NAN,AR132001,1.5,4.0,,,,,0.0,1.0,"JC is an interesting guy but a TERRIBLE TEACHER. Makes you feel like you have to do what he wants on your own projects, says everything should be simple but then ""wishes you had put more effort in"" when the finished project isn\'t elaborate. Spends forever explaining. Gave me B+ though I followed his directions exactly and took all his suggestions."
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,01/09/2011,NAN,AR220,2.0,5.0,,,,,0.0,1.0,Whoa. This man is kind of crazy. Expect to put A LOT of work into his class and not really understand what he is saying. Does not believe in grade inflation like the rest of the world.
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,04/01/2008,NAN,AR108,4.0,2.0,,,,,3.0,0.0,"I love JC. It\'s obvious that he loves what he does and is always really excited about it. I know sometimes it seems that he wants to implement his ideas on the students, but he really does know what he\'s talking about. He really wants his students to do well and he\'s always there fore support and guidance. I find him hilarious... he does too."
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,01/23/2008,NAN,AR231,4.5,4.0,,,,,1.0,0.0,"At the lower levels, Form and Space, JC was confusing and frustrating to have as a teacher. However, I found him to be a great guy and an even better professor when he is teaching a smaller and more advanced class. Although boring at times, he teaches technical aspects to sculpture that cannot be matched. If you do the work, you will be rewarded"
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,01/18/2007,NAN,AR132,1.0,3.0,,,,,0.0,0.0,"Played favorites - would spend 15 minutes helping one person and 1 minute helping another, always said he wanted your creation to be ""simple"" but always favored the elaborate projects, acted as if projects were very open-ended but then acted as if they had to be done his way"
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,12/02/2006,NAN,AR131,1.5,3.0,,,,,0.0,0.0,"Has a problem accepting other people\'s ideas. Loves work to be geared toward engineering appearance and simplistic. Hates color and extravagant projects. Then again, he has big expectations for every project and spends hours elaborating on how he wants it done exactly."
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,01/20/2006,NAN,AR131,2.0,4.0,,,,,0.0,0.0,No Comments
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,10/21/2005,NAN,IIIDSCULPTURE,1.0,1.0,,,,,0.0,0.0,"As long as you do exactly what he wants you to do on YOUR pieces, he is fine. Huge Ego- worst teacher I ever had!I think he ""fabricated"" the pyramids, or something."
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,09/03/2005,NAN,SCULPTURE,3.5,4.0,,,,,0.0,0.0,Didn\'t he discover how the pyramids were built or something?
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,09/03/2005,NAN,SCULPTURE,4.0,4.0,,,,,0.0,0.0,Didn\'t he discover how the pyramids were built or something?
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,09/01/2005,NAN,FORMANDSPACE,2.5,4.0,,,,,0.0,0.0,i really didn\'t like the class because when i tried to come up with ideas - mine were shot down and he gave me a new one i felt like i had to go with.... anyways i did alright in the class but i wasn\'t happy with the way he guided my ideas so much
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,07/25/2005,NAN,3DPLUS,1.0,3.0,,,,,0.0,1.0,Awful -moody and plays favorites.
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,07/18/2005,NAN,TOOMANY,1.0,3.0,,,,,0.0,0.0,No Comments
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,06/23/2005,NAN,SCULPTURE,2.5,4.0,,,,,0.0,2.0,"do not be fooled by his seemingly nice appearance, he is an evil, self-absorbed, tyrant. professor galt is much better and more open-minded."
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,04/19/2005,NAN,ADVSCULTFIGM,4.5,4.0,,,,,2.0,0.0,hard to get used to... but knows his stuff and will help you more than any other skiddie art prof
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,01/06/2005,NAN,AR132,1.5,3.0,,,,,0.0,1.0,"Worst art teacher I have ever had. Loved himself. Discouraged all creativity. We disagreed on one project and he was unbeleviably rude to me, and because of our disagreement he almost failed me.\r DONT EVER TAKE A CLASS WITH THIS TEACHER.\r Awful. Im and art major, and I have never been so disgusted."
John  Cunningham,Skidmore College,Fine Arts department, Saratoga Springs, NY,13.0,2.6,,3.3,Caring (2)  ACCESSIBLE OUTSIDE CLASS (1)  Inspirational (1)  Respected (1)  Hilarious (1),25.0,05/06/2004,NAN,AR352,5.0,3.0,,,,,0.0,0.0,excellent
Wolfgang  Ziller,University of Pennsylvania,Mathematics department, Philadelphia, PA,9.0,3.8,,3.8,,4.0,10/24/2012,NAN,MATH241,4.0,4.0,,,,,0.0,0.0,Takes time to provide useful examples
Wolfgang  Ziller,University of Pennsylvania,Mathematics department, Philadelphia, PA,9.0,3.8,,3.8,,4.0,04/09/2008,NAN,MATH240,2.5,3.0,,,,,0.0,0.0,No Comments
Wolfgang  Ziller,University of Pennsylvania,Mathematics department, Philadelphia, PA,9.0,3.8,,3.8,,4.0,08/12/2004,NAN,MATH240,3.5,4.0,,,,,0.0,0.0,"The subject matter isn\'t easy, but Ziller did a good job of taking the time to explain anything we didn\'t understand."
Wolfgang  Ziller,University of Pennsylvania,Mathematics department, Philadelphia, PA,9.0,3.8,,3.8,,4.0,09/16/2003,NAN,MATH241,5.0,4.0,,,,,0.0,0.0,Funny Russian accent and cool guy. Great examples in physics for calculus problems. Found lectures really interesting using MAPLE programs in class. Very helpful in office hours and was available outside of class for questions. Really nice math prof.
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,05/19/2010,NAN,PHY27,3.0,5.0,,,,,0.0,0.0,"I studied more for this one class than all my classes combined and I am a pharmacy major. I received the highest grades on the midterm and final out of 12 people in the class and he still gave me a B! how does anyone get an A? Im glad I heard he left or hopefully fired. He does not care about the students, yet about boosting his ego."
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,01/18/2007,NAN,PHY31,1.0,5.0,,,,,0.0,0.0,"Because of this professor I am suffering from depression :\'( PLease switch as soon as possible.. in the begining of the semester, I came on this site to check his ratings.. I though, HEY maybe he is not bad.. I will give him a chance.. GOD, only If I had dropped the class in the begining, I wouldn\'t have an ""F"" on my transcript :\'("
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,01/15/2007,NAN,PHY27,1.0,5.0,,,,,0.0,0.0,"I usually don\'t listen to what people say on this thing... but what they say about him is right! Everytime I think about this ""teacher"" I get a weird headache and I feel depressed or angry I don\'t even now. No Joke. Try your best to switch out."
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,10/21/2006,NAN,PHY31,1.0,5.0,,,,,0.0,0.0,"Please, just whatever you do.. DO NOT under any cirumstances take this professor.. He is a very difficult teacher.. he wants you to"" THINK LIKE A PHYSICIST"" the problem is that WE students can\'t think like a PHYSICISTS. because DUH!!!!!!!!! we are not PHYSICISTS.."
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,06/01/2006,NAN,PHY,1.0,5.0,,,,,0.0,0.0,He doesn\'t teach you besides his own theoretical/proof crap that doesn\'t make any sense. You must learn on your own with the textbook but must follow his own way of teaching. He doesn\'t help you at all in the lab and claims that he has no office hours. His questions are similar to the textbook on the midterm but the final is a diff case. Final say:
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,01/12/2006,NAN,PHY127,1.0,5.0,,,,,0.0,0.0,"He is crazy, he wants to learn a chapter a week. The midterm was six question for 8 chapters and the final 8 questions for 12 to 15 chapters. if it is not done the format he wants it to be it is wrong no matter what. Please Stay away. Any teacher is better than him trust me especially for pharmacy majors. You will end up repeating it again."
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,11/10/2005,NAN,PHY27,1.0,5.0,Mandatory,,,D-,0.0,0.0,"Pharmacy Majors !Wrong Guy! Take somebody else, especialy if you have to take organic chemistry with this class."
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,05/09/2005,NAN,PHY31,1.0,1.0,,,,,0.0,0.0,"He is very easy. He always tries to scare his student at the beggining, but just like the NAZI regime fell so will he and in the process I got an A. Dont let him intimidate you. Also I dropped the class after I found out he was teaching so you should do the same."
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,03/31/2005,NAN,PHYSICS31,1.0,5.0,,,,,0.0,0.0,No Comments
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,01/20/2005,NAN,PHY31,4.5,5.0,,,,,0.0,0.0,very hard teacher hard to pass most you can get is B exams are very difficult.
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,12/17/2003,NAN,PYS31,1.0,5.0,,,,,0.0,0.0,HE IS SO ANAL...GO BACK TO BOSTON...WE DONT NEED U...UR SUPPOSED TO BE A TEACHER...YET WE ARE NOT LEARING ANYTHING...MAN U DONT HAVE PASSION IN WHT U DO...I THINK U SHOULD RETIRE...OR REBORN
Clark,Long Island University,Physics department, Brooklyn, NY,7.0,1.5,,4.7,,12.0,09/16/2003,NAN,PHYSICS27,1.0,5.0,,,,,0.0,0.0,"Hardest teacher, doesn\'t help his students... only 2 students out of 30 actually took the final in his class.. don\'t take him"
Sally  Mallory,University of Pennsylvania,Chemistry department, Philadelphia, PA,4.0,3.3,,4.7,,3.0,03/13/2007,NAN,CHEM245,1.0,5.0,,,,,0.0,0.0,"AWFUL WOMAN!!!extremely unfair and partial to stushe her ""favorites"" and totally fake. Never take her if possible."
Sally  Mallory,University of Pennsylvania,Chemistry department, Philadelphia, PA,4.0,3.3,,4.7,,3.0,09/30/2005,NAN,ORGOLABI,5.0,5.0,,,,,0.0,0.0,Dr. Mallory is a great teacher. She is genuinely interested in all her students and makes it a point to learn everyone\'s name in the entire orgo lab.
Sally  Mallory,University of Pennsylvania,Chemistry department, Philadelphia, PA,4.0,3.3,,4.7,,3.0,09/16/2003,NAN,CHEM245,4.0,4.0,,,,,0.0,0.0,"Orgo lab takes ALOT OF TIME. Just a credit and you spend 6 to 9 hours in lab. Lab reports are lengthy and requires alot of work. Also, exams every few labs. Difficult to keep up with lab and exams. Take this single lab and no other lab!!!"
Deirdre  O\' Shea,University of Central Florida,History department, Orlando, FL,4.0,4.2,33%,2.1,Tough Grader (8)  Get ready to read (7)  EXTRA CREDIT (6)  LECTURE HEAVY (6)  SO MANY PAPERS (6)  Gives good feedback (4)  Hilarious (3)  Clear grading criteria (3)  LOTS OF HOMEWORK (3)  Amazing lectures (2)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1)  Inspirational (1)  GROUP PROJECTS (1),115.0,04/25/2018,NAN,EUH2000,3.0,3.0,Not Mandatory,Yes,No,A,0.0,0.0,"O\'shea is a easy professor is you do all of the online work, she\'s rude when you try to approach her outside of class. Her power points aren\'t very helpful, and her lectures do not help at all. Her directions when writing papers are very clear, but it is still difficult to receive a good score on them. The work is all online (quizzes and essays)."
Deirdre  O\' Shea,University of Central Florida,History department, Orlando, FL,4.0,4.2,33%,2.1,Tough Grader (8)  Get ready to read (7)  EXTRA CREDIT (6)  LECTURE HEAVY (6)  SO MANY PAPERS (6)  Gives good feedback (4)  Hilarious (3)  Clear grading criteria (3)  LOTS OF HOMEWORK (3)  Amazing lectures (2)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1)  Inspirational (1)  GROUP PROJECTS (1),115.0,04/25/2018,NAN,EUH2000,3.0,3.0,Not Mandatory,Yes,No,A,0.0,0.0,"O\'shea is an easy professor if you already know how to write a paper and able to commit your whole life to her class. Her in-class powerpoints and lecture does not match causing you to choose between what she is saying and her slide to take notes. However, its an easy A because its all online. I never went to class and ended with a A."
Deirdre  O\' Shea,University of Central Florida,History department, Orlando, FL,4.0,4.2,33%,2.1,Tough Grader (8)  Get ready to read (7)  EXTRA CREDIT (6)  LECTURE HEAVY (6)  SO MANY PAPERS (6)  Gives good feedback (4)  Hilarious (3)  Clear grading criteria (3)  LOTS OF HOMEWORK (3)  Amazing lectures (2)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1)  Inspirational (1)  GROUP PROJECTS (1),115.0,02/08/2018,NAN,AMH2010,2.0,3.0,Not Mandatory,Yes,No,A-,0.0,0.0,"This Professor seems to think that students can, and should, read her mind. Trying to write a paper for her is like trying to hit an invisible target. Her directions are vague, yet her expectations when grading are very specific and annoyingly subjective. She is also unnecessarily loud, I\'ve made a habit of wearing earplugs to class."
